id,gen,smile,source,score
ABHR,0,Cc1ccc(-c2ccc(N3CCC(N4CCCCC4)CC3)nn2)o1,generated,-7.1
AAHK,0,CC1CCN(C(=O)Cn2nnc(-c3cccc(Cl)c3)n2)CC1,generated,-7.1
AAXB,0,O=C(O)CCCCN1CCN(c2ccc(Nc3ncnc(Nc4ccc(Br)cc4)n3)cc2)CC1,generated,-7.1
ABRP,0,O=C(Cn1nc(-c2ccccc2)oc1=O)NCCc1ccccn1,generated,-7.1
ABMW,0,COc1ccc2oc(=O)c3ccc(OCC4CCCCC4)cc3c(=O)c2c1,generated,-7.1
ABJC,0,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1OC,training,-7.1
AAWV,0,O=C(CC1CCCCC1)Nc1cccc(S(=O)(=O)NC2CCCCC2)c1,generated,-7.1
ABLH,0,CC(NC(=O)c1cnc(-c2ccccc2)nc1)c1ccncc1,training,-7.1
AASA,0,CC(C)CNC(=O)C(NC(=O)Nc1ccn(Cc2ccccc2)c1)c1ccccc1,generated,-7.1
AADD,0,COc1ccc(Nc2cc(-c3ccccc3)nc(N)n2)cc1,generated,-7.1
ABJV,0,Cc1cc(=O)n2sc(-c3ccc(C)c(C)c3)cc2n1,generated,-7.1
AARF,0,N#Cc1ccccc1-c1cccc(S(=O)(=O)NCc2ccco2)c1,generated,-7.1
ABNI,0,Nc1cc(-c2ccccc2)nc2nc(-c3ccc(F)cc3)nn12,generated,-7
ABPD,0,NC(=NN=C1SC(c2cccc(Br)c2)C(c2ccccc2)C1=O)c1ccccc1,generated,-7
ABLJ,0,COC(=O)c1cccc(C2CCCN(S(=O)(=O)N3CCOCC3)C2)c1,generated,-7
AANC,0,CC(C)(C)c1ccc(CNC(=O)C2CCN3C(=O)C=CC(O)C3C2)cc1,generated,-7
ABQU,0,O=C(Nc1ccc(-c2ccc(Cl)cc2)cc1)Nc1cccnc1,generated,-7
ABHL,0,CCc1cc(CNC(=O)C(C)NC(=O)c2ccccc2)cn1C,generated,-7
AAFJ,1,CC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CNCCCC(C)C)C(C)(C)C,generated,-7
ABNN,0,CNC(=O)CC1CCN(C(=O)NCC2Cc3ccccc3C2)CC1,generated,-7
AAHU,0,CC(C)(C)C(c1ccccc1)C(C#N)c1nc2ccccc2[nH]1,generated,-7
AASM,0,Cn1cc(N2CCC(c3ccc(-c4ccccn4)cc3)CC2)cn1,generated,-7
ABRQ,0,Cc1ccnc(Nc2nnc(C(=O)NCc3cc(C)on3)s2)c1,generated,-7
ABPB,0,O=C(NCc1ccc(C(F)(F)F)cc1)c1ccc(=O)n(-c2ccccc2)c1,generated,-7
ABRK,0,CC1C(O)c2ccccc2CC12CCN(C(=O)OC(C)(C)C)CC2,generated,-7
ABNT,0,COc1ccc(C(=O)Nc2cc(Nc3cccc(C(=O)O)c3)ncn2)cc1,generated,-7
AARS,0,Cc1ccc(C(=O)COc2ccc(F)cc2)c(C)c1,generated,-7
ABJE,0,CC(Nc1nc(-c2ccc(C(F)(F)F)cc2)no1)c1ccccc1,generated,-7
AAXP,0,Cc1ccc(S(=O)(=O)C(C)C(=O)N(C)c2ccccc2)cc1,training,-7
ABEE,0,CN(C)CCCCN1CCC(COC(=O)c2nn(CC3CCCCC3)c3ccccc23)CC1,generated,-7
ABJT,0,Cc1cccc(C=Cc2ccc(C(=N)N3CCCC3)cc2)c1,generated,-7
ABJJ,0,CC(=O)NC(CN1CCOC(c2ccccc2)C1)c1ccccc1,generated,-7
AAOA,1,CC(C)N(Cc1ccccc1)Cc1ccccc1[N+](=O)[O-],generated,-7
ABEV,0,Cc1cccc(NC(=O)c2cccc(-c3ccoc3)c2)c1,generated,-7
AAVQ,0,O=C(NCC(Cc1ccccc1)C(=O)NCc1ccc(Cl)cc1)c1ccc(O)cc1,generated,-7
ABIR,0,COc1ccc(C(OCCNC(=O)c2cccc(C)c2)c2ccc(C)cc2)cc1,generated,-7
ABHS,0,Cc1cc(=O)c2ccccc2c(Oc2ccc([N+](=O)[O-])cc2)n1,generated,-7
AAXT,0,COc1ccc(-c2cn3c(n2)CCN(Cc2cccnc2)C3=O)cc1,generated,-7
ABII,0,Cn1nc(-c2ccc(C(C)(C)C)cc2)nc1NCc1ccc(F)cc1,generated,-7
AAWU,0,CC(=O)c1ccc(Nc2nc(Nc3ccccc3)nc3ccccc23)cc1,generated,-7
AAFV,0,CC(C)CN(CC(C)O)CC(C)NS(=O)(=O)Nc1ccc2c(c1)OCO2,generated,-7
AADH,1,CC(=O)NC(CO)c1ccc(OCc2ccccc2)cc1,generated,-7
AAEB,0,CC1(C)CCCCC1OC(=O)c1ccc(-n2ccnc2)cc1,generated,-7
ABRB,0,CC(C)CCNC1=NC2(CCCCC2)c2cc(Cl)ccc2O1,generated,-7
AADC,1,Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)cc2)cc1,generated,-7
AACO,0,CN(C)c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,generated,-7
ABPP,0,CC(C)(C)C(NC(=O)c1cccc(-n2cccc2)n1)c1cccnc1,generated,-7
ABNJ,0,Cc1cccc(C(=O)c2ccccc2NC(=O)COC(=O)Nc2cc(C)on2)c1,generated,-7
ABMI,0,COC(=O)NC(c1nc2ccccc2[nH]1)c1ccc(C)o1,generated,-6.9
AAWS,0,O=C(NCc1cccc(C(F)(F)F)c1)N1CCN(c2ccccc2)CC1,generated,-6.9
ABIC,0,CC1(C)C=Cc2c(O)cc(O)c(C=Cc3cccc(O)c3)c2O1,generated,-6.9
ABMN,0,Cc1nc(C(N)=O)cc(N)c1C#CCN1CCN(c2ccc(F)cc2)CC1,generated,-6.9
ABRX,0,CC(C)(C)CC(NS(=O)(=O)Cc1ccc(F)cc1)C(=O)O,generated,-6.9
ABMP,0,O=C(Cc1ccc[nH]1)N1CCC(C(=O)N2CCCC(O)(C(F)(F)F)C2)CC1,generated,-6.9
AAPQ,0,Clc1ccc(CC2CC2)cc1CNC(c1ccccc1)c1ccccc1,generated,-6.9
ABKC,0,CC(C)(C)OC(=O)N1CC(Oc2ccc(Cl)cc2)CC1C(=O)NO,generated,-6.9
ABMK,0,CN(C)CCNc1ccc(C(=O)C=Cc2ccc(O)cc2)c2ccccc12,generated,-6.9
AAUZ,0,Cc1ccc(C(=O)NCCc2nc3ccccc3[nH]2)c(=O)[nH]1,training,-6.9
AAWQ,0,Cc1ccccc1NC(=O)Cc1cc2ccc(OCC(=O)NCCCN3CCCCC3)nc2[nH]1,generated,-6.9
AACQ,0,N#CC(=Cc1ccc(OC(F)(F)F)cc1)C1CCCCC1,generated,-6.9
AAGJ,0,CCCCC(C)(O)c1cc(O)c(O)c(-c2ccc(O)cc2)c1,generated,-6.9
AACY,0,O=C(O)Cc1ccc(-c2noc(-c3ccc(O)cc3)n2)cc1,generated,-6.9
AAIW,0,CC(NC(=O)C1(C)OCCO1)c1ccc(-c2ccccc2)cc1,generated,-6.9
AAIK,0,C=CCN(Cc1ccccc1)C(=O)Nc1ccc(C)c(C)n1,generated,-6.9
AAAG,0,Cc1ccc(C(=O)Nc2ccc(C(=O)N3CCOCC3)cc2)cc1,training,-6.9
AAEC,0,Cc1ccc(C(O)c2ccc3oc(=O)ccc3c2)cc1,generated,-6.9
ABCZ,0,COc1ccc2c(c1)C1(CCN(C(=O)COc3ccc(C(C)C)cc3)CC1)OCC2,generated,-6.9
ABDP,0,C=CC1CN2CCC1C(c1cccc(C(F)(F)F)c1)C2,generated,-6.9
ABEN,0,Cc1cc(C)cc(NC(=O)NC(C)c2cc(C)on2)c1,generated,-6.9
ABPH,0,O=C(O)CCNC(=O)c1nc(-c2ccc(-c3ccccc3)c(F)c2)ccc1F,generated,-6.9
AAOW,0,O=C(Nc1ccc(O)c(-c2ccccc2)c1)c1ccc(Br)o1,generated,-6.9
AAHL,1,CC1CN(C(=O)OC(C)(C)C)CC(=O)N(Cc2cccc(O)c2)C1=O,generated,-6.9
AAUA,0,N#Cc1ccc(CN2CCN(c3nccc(C(F)(F)F)n3)CC2)cc1,training,-6.9
AACE,1,Cc1c(O)cccc1C(=O)NCC(O)c1ccc(OCc2ccccc2)cc1,generated,-6.9
ABIZ,0,CC(C)C(=O)Nc1ccc(-c2ccc3c(c2)CC(=O)N3)cn1,generated,-6.9
AASV,0,Cc1cccc(C)c1NC(=O)C(C)Nc1ccc(F)cc1Cl,generated,-6.9
AAFH,1,CN(C)C(=O)C(Cc1ccccc1)NC(=O)c1ccc2ccccc2n1,generated,-6.9
ABLO,0,CCC(C)NC(=O)c1csc(NC(=O)c2cccc(C)n2)n1,generated,-6.9
ABCQ,0,CC(C)(C)C(=O)Nc1ccc(-c2nc3c(c(=O)[nH]2)CCC3)cc1,generated,-6.9
AAVE,0,CCN(CC)CCCNc1cc(-c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ncn1,generated,-6.9
AAMU,0,CC(=NNC(=O)Nc1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1,generated,-6.9
ABKM,0,COc1ccc(C2Nc3ccccc3N(C)Cc3ccccc32)cc1,generated,-6.9
AAUX,0,CCC(=O)N1CCC(NC(=O)C2c3ccccc3Oc3ccccc32)CC1,generated,-6.9
AAZQ,0,Cc1ccc(C(=O)COC(=O)c2ccc(C(N)=O)cc2)s1,generated,-6.9
ABFW,0,CC1(C)CCC(CN2CCN(c3ncccn3)CC2)CC1O,generated,-6.9
ABNU,0,Fc1ccc2c(c1)C(c1cccs1)CC(c1ccc(Cl)cc1)=N2,generated,-6.9
AAZH,0,CC(=O)NCCCC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,generated,-6.9
ABAH,0,COc1ccccc1OCC(=O)Nc1ccc(-c2n[nH]c3c2CCCC3)cc1,generated,-6.9
AAYZ,0,CC(=O)c1cc2c(=O)n(Cc3ccccc3C)cnc2s1,generated,-6.9
ABPC,0,CCCCC1(CC)Cc2cccc(OCc3cccc(Cl)c3)c2O1,generated,-6.9
AAKD,0,CCOC(=O)NC(C)c1ccc(OC2CCC3(CC2)OOC(C)(C)O3)cc1,generated,-6.9
ABGF,0,c1ccc(CN2CCC(N3Cc4cncn4CCc4ccccc43)CC2)cc1,generated,-6.9
AAHN,1,CC(C)(C)c1ccccc1N1CCN(CC(O)CNCCCN2CCCC2)CC1,generated,-6.9
AANN,0,NCCC1CCN(c2cc3cc(Oc4ccc(F)cc4)ccc3o2)CC1,generated,-6.9
AAIX,1,CNC(=O)c1ccc(NC(=O)COc2ccc(C)cc2)cc1,training,-6.9
AAMZ,1,COc1cccc(OCC(=O)NC(C)c2ccc(C)cc2)c1,generated,-6.9
AAJB,1,CC(=O)NC(CO)c1ccc(OCC(=O)NCCC(=O)O)cc1,generated,-6.9
AALP,1,CN(C)c1ccc(C(c2nnnn2C(C)(C)C)N2CCC(F)C2)cc1,generated,-6.9
AALH,1,O=C(Nc1cccc(N2CCCC2)c1)Nc1cccc(C(F)(F)F)c1,generated,-6.9
AAKP,1,CC(C)(C)OC(=O)NC(CC1COC1)C(O)CN1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC1CCCC1,generated,-6.9
AAKL,1,NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(Cl)cc1,generated,-6.9
AAJO,1,O=C(Nc1ccccc1)Nc1cccc(Oc2ccccc2)c1,generated,-6.8
AAQT,0,CC(C)(C)c1cc(CCC(=O)NO)cc(C(=O)O)c1,generated,-6.8
ABPV,0,COc1ccc(C(=O)NC(c2ccccc2)c2ccccn2)cc1,training,-6.8
ABAQ,0,CC(C)(C)C1c2ccc(-c3ccccc3)cc2NC(C)(C)C1O,generated,-6.8
AAIU,0,COc1ccc(NC(=O)NCCc2nnc3ccccn23)cc1,generated,-6.8
AAFS,0,Nc1cc(SCc2ccc(C(F)(F)F)cc2)nc(N2CCOCC2)n1,generated,-6.8
AAPE,0,CC(C)C(=O)Nc1ccc(N2CCN(c3ccc(F)cc3)CC2)nn1,generated,-6.8
AAQH,0,Cc1cc(C)n2nc(C(=O)Oc3ccc(Cl)cc3)nc2n1,generated,-6.8
ABAP,0,O=C(CCC(=O)N1CCCCC1)Nc1ccc(-c2ccccc2)cc1,generated,-6.8
AAAT,0,CCOc1ccc(C(=O)N2CCC(c3cccc(C(C)=O)c3)CC2)cn1,generated,-6.8
AAJK,0,CCc1ccccc1N(CC(=O)NC(C)(C)C)S(C)(=O)=O,training,-6.8
AAJH,1,CN(C)C(=O)C(Cc1ccccc1)NC(=O)c1ccc(Cl)cc1,training,-6.8
AAJT,1,O=C(Cc1ccccc1)NCc1ccc(OCc2ccccc2)cc1,generated,-6.8
AAXJ,0,CC1CCCC(NC(=O)CN(C)c2ccccc2F)C1CC1CC1,generated,-6.8
AAZZ,0,CC1CN(C(=O)C(C)c2ccc(-n3cccn3)cc2)CC(C)O1,generated,-6.8
ABBO,0,O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2)nc1,generated,-6.8
AABA,0,O=c1nc(N2CCOCC2)oc2cc3c(cc12)OCCO3,generated,-6.8
AAKQ,0,CC(N)(CO)c1ccc(NC(=S)Nc2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)cc1,generated,-6.8
AAIH,0,Cc1cc(C)c(C(=O)NC(C)(C)COc2ccccc2C)nn1,generated,-6.8
AANV,0,CCc1cccc(-c2ccc(S(=O)(=O)NC(C)(C)C)o2)c1,generated,-6.8
AAGM,0,Cc1cc(C(=O)Nc2ccc(N(C)c3ccccc3)cc2)on1,generated,-6.8
AABS,1,COC(=O)NC(Cc1ccccc1)C(O)CN1CCC(Nc2ccccc2)CC1,generated,-6.8
AAKE,1,O=C(C=Cc1ccccc1)N(c1ccccc1)c1ccccc1,generated,-6.8
AAFL,1,CC(C)CN(CC(O)COCc1ccccc1)S(=O)(=O)c1ccc(N)cc1,generated,-6.8
AAKI,1,O=C(COC(=O)c1ccc2ccccc2n1)NCc1ccccc1,training,-6.8
AAKQ,1,CC1(C)CC=C(COc2cccc(C(=N)N)c2)CC1,generated,-6.8
AAOS,1,Cc1ccc(CCc2cccc(Nc3cc(NCc4ccccc4)nc(N(C)C)n3)c2)cc1,generated,-6.8
AAEA,1,CC(C)(C)C(NC(=O)c1ccc(-c2ccccc2)cc1)C(O)CNC(=O)c1ccccc1,generated,-6.8
AAWL,0,COc1cccc(CN2CCOC(CCC(=O)Nc3ccc(C)cc3)C2)c1,generated,-6.8
AAAZ,0,O=S(=O)(c1cccc(F)c1)N1CCc2ccccc2C1,training,-6.8
AAFM,1,CC(=O)NC(C)C1COC2CCCCC2CN1CC(O)CC(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,-6.8
AAEP,0,O=c1[nH]c2ccc(-c3cccc(C(F)(F)F)c3)cc2o1,generated,-6.8
AATK,0,CC(C(=O)N1CCc2sccc2C1)N1CCCCC1C(N)=O,generated,-6.8
ABDM,0,CC(C)(C)N(Cc1cccnc1)C(=O)C1CCOCC1,generated,-6.8
ABQF,0,Cc1ccc(S(=O)(=O)c2cc(NC(=O)CCC(=O)c3ccccc3)ccc2C)cc1,generated,-6.8
AAMS,0,N#Cc1ccc(C(=O)Nc2sc(C(F)(F)F)cc2Cl)cc1,generated,-6.8
AAAF,0,COC(=O)c1ccc2c(c1)N(C(=O)c1ccc(C)cc1)CC(C)(C)O2,generated,-6.8
ABOQ,0,N#CC(C(=O)c1cccc2cn[nH]c12)c1ccccn1,generated,-6.8
ABKZ,0,Cc1ccc(NC(=O)CNc2ccccc2N2CCSC2)cc1,generated,-6.8
AAGW,1,CCS(=O)(=O)NC(=O)c1ccc(NC(=O)COc2ccc(C)c(F)c2)cc1,generated,-6.8
AAYH,0,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)nc2)cc1,generated,-6.8
AALU,0,CN(Cc1nc2ccccc2[nH]1)C(=O)NCc1ccnnc1,generated,-6.8
ABOX,0,O=C(NCCc1ccccc1)c1ccccc1-n1cccc1,generated,-6.8
ABFY,0,Cc1cccc(NC(=O)Cc2c(C)cc(C)[nH]c2=O)c1,generated,-6.8
AALI,0,COc1cccc(CNc2ncnc3c2[nH]c2ccccc23)c1,generated,-6.8
ABFV,0,COc1ccccc1-c1ccc2c(NCC=C(C)C)cc(C(=O)O)cc2c1,generated,-6.8
ABMB,0,COc1ccc(CNC(=O)CC2C=CC(C)(C)C2)cc1OC,generated,-6.8
AAWX,0,CC(C)=CCCC(C)=CCc1cc(O)c(C)c(OCCOC(=O)Nc2ccc([N+](=O)[O-])cc2)c1,generated,-6.8
ABHV,0,CC(=O)Nc1nc(Nc2nc(-c3cccc(Cl)c3)cs2)sc1C,generated,-6.8
AADW,0,Cc1ccc(C(=O)OC(C)C(=O)Nc2cn[nH]c2)cn1,generated,-6.8
AAIE,1,CC(C)(C)C(Cc1ccccc1)NC(=O)C1CCCCC1,generated,-6.8
ABHU,0,CC1CCCN(C(=O)C(C)OC(=O)c2cn(C)nc2C(C)(C)C)C1,generated,-6.8
ABHC,0,CC(=O)c1cccc(NC(=O)Cn2nnc(-c3cccs3)n2)c1,generated,-6.8
ABOT,0,COc1ccc(OC)c(C2CC2c2ccc(-n3cnc(N)n3)cc2)c1,generated,-6.8
ABJG,0,O=C(Cn1ccccc1=O)Nc1ccc(-c2cn3ccsc3n2)cc1,generated,-6.8
AAVY,0,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc(N(Cc2ccccc2)Cc2ccco2)cc1,generated,-6.8
AAME,0,Cc1ccccc1Oc1ccc(C(=O)NCc2nccn2C)cc1,generated,-6.8
AAMF,0,CC(=O)Nc1ccc(NC(=O)CC2COc3cc(Cl)ccc3S2)cc1,generated,-6.8
AACN,0,Oc1ccccc1Cc1nc(-c2ccncc2)n[nH]1,generated,-6.8
ABGC,0,CC(C)(C)C1(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCNC1,generated,-6.8
AAIB,0,CC(C)(C)c1ccc(Oc2ccc(C(=N)N)cc2)c(NCCCn2ccnc2)c1,generated,-6.8
AAGT,0,CCOC(COc1nc(C)cc(C)n1)c1ccc(-c2ccccc2)cc1,generated,-6.8
AAUQ,0,COC1CC(CC(=O)O)CC(c2ccc(Cl)c(Cl)c2)O1,generated,-6.8
AAMJ,0,CN(C)C(=O)c1cccc(CNc2nccc(-c3cn[nH]c3)n2)c1,generated,-6.8
AAXH,0,CC1=CC(C(=O)Nc2ccc(C)cc2)NC(=O)N1,generated,-6.7
AALT,0,Cc1cc(C)c(C(=O)Nc2cccc(OCC(F)F)n2)c(C)c1,generated,-6.7
AAWC,0,O=C(NCC(c1ccccc1)c1ccccc1)N1CCCCC1,generated,-6.7
ABGR,0,COc1ccc(N(CC(=O)Nc2c(C)n[nH]c2C)C(C)=O)cc1,generated,-6.7
AAMG,1,CNS(=O)(=O)c1ccc(C(=O)NCc2ccccc2C(N)=O)cc1,generated,-6.7
AAOC,1,Cc1ccc(NC(=O)C(C)(C)C)cc1-c1ccc2ccccc2n1,generated,-6.7
AAZR,0,CCCCCCCCCc1c(C)n(-c2ccccc2)c2nc3ccccc3nc12,generated,-6.7
AAOJ,1,CCOC(=O)c1ccc(NC(=O)COc2ccc(C(F)(F)F)cc2)cc1,generated,-6.7
ABAF,0,Cc1ccccc1NC(=O)CSc1nnc(CCCC(=O)N2CCCCC2)n1N,generated,-6.7
AAGL,0,Cc1ccc(C)c(OS(=O)(=O)c2ccc(C)c(S(N)(=O)=O)c2)c1,generated,-6.7
AABZ,0,CC1CCCC(=NNc2ccnc(-c3ccccc3F)n2)C1,generated,-6.7
ABGB,0,CC(=O)NCCCCC(NC(=O)C(N)CC(N)=O)C(O)Cc1cccc(Cc2ccccc2)c1,generated,-6.7
AALC,0,Cc1ccc(CNC(=O)NCc2cccn2C(F)F)c(N)c1,generated,-6.7
AAXW,0,COC(=O)c1cc(-c2cccc(O)c2)oc1-c1ccc(Cl)cc1,generated,-6.7
ABAG,0,CC(Oc1ccc(F)cc1)C(=O)N(C)Cc1cnc2nccn2c1,generated,-6.7
AAAX,0,COc1ccc(Cl)cc1NC(=O)Cc1coc2c(OC)c(OC)ccc12,generated,-6.7
ABGZ,0,COc1ccc(C(Cc2cc(OC)cc(OC)c2OC)c2ccc(OC)cc2)cc1,generated,-6.7
AAKG,0,CC(C)N(Cc1cnn(C)c1)C(=O)NCc1ccc(F)c(F)c1,generated,-6.7
AAZL,0,COC(=O)c1cc(F)ccc1OCC(=O)NCc1ccccc1,generated,-6.7
ABFU,0,CC(C)C(C)NC(=O)Nc1nc(C2CC2)cc(C(F)(F)F)n1,generated,-6.7
ABAI,0,O=C(O)CC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)CCO1,generated,-6.7
ABAY,0,CC(C)(CNC(=O)c1ccc(C(F)(F)F)cc1)N(CCC(N)=O)S(C)(=O)=O,generated,-6.7
ABCR,0,Cc1ccc(S(=O)(=O)NCC2CCN(C(=O)N3CC3)CC2)cc1,generated,-6.7
ABBS,0,Cc1cccc(C(=O)NNc2ccc(S(N)(=O)=O)cc2)c1C,generated,-6.7
ABBE,0,Cn1c(NCCC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc2ccccc21,generated,-6.7
AAOV,0,CC(C)(C)OC(=O)NC1CCC(CC(=O)N=Cc2cccc(C(=N)N)c2)CC1,generated,-6.7
ABSA,0,Cc1cccc(N2CCc3nc(N)nn3CCN2CC(C)O)c1,generated,-6.7
AAIV,1,CC(C)(C)c1ccc(-c2cc(OCc3ccccc3)c(-c3ccccc3)n2-c2ccccc2)s1,generated,-6.7
AAER,0,Cc1cc(NC(=O)Nc2cccc(C#N)c2)cc(C)n1,generated,-6.7
AAFR,1,COc1ccccc1CNc1cc(C(C)(C)C)nc(N2CCN(C(=O)C(C)(C)C)CC2)n1,generated,-6.7
AAIR,1,CC(C)(C)c1ccc(NC(=O)c2ccc(CNCc3cccnc3)cc2)cc1,generated,-6.7
AAFY,1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC(C)C3C3CCC3(C)C(C=NO)CCC12C,generated,-6.7
AAJK,1,NC(=O)C(c1ccccc1)c1ccccc1OCc1ccccc1,generated,-6.7
AAJL,1,O=C(CC(Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,generated,-6.7
AAHZ,1,CC1=C(C(=O)OC(C)(C)C)C(c2cccc(C(F)(F)F)c2)N(CC(O)COCC(N)=O)C1c1ccc(CN(C)C)cc1,generated,-6.7
AAKD,1,CC(C)(C)c1ccc(NC(=O)COc2ccc3c(c2)OCO3)cc1,generated,-6.7
AAGY,1,O=C(Nc1ccc([N+](=O)[O-])cc1)C(c1ccccc1)c1ccccc1,training,-6.7
AAIC,0,O=C(c1ccccc1)c1cccc2[nH]nc(CC3CCCC3)c12,generated,-6.7
AAPJ,0,CC(C)N1CCCC(N(C)C(=O)c2cnc(C(C)(C)C)nc2)C1,generated,-6.7
AAIZ,0,COc1ccc(-n2cc(CN(C)C3CCCCC3)nc2C)cc1,generated,-6.7
ABPF,0,COc1ccc(OC)c(NC(=O)Cn2cnc(C(N)=O)c2N)c1,generated,-6.7
ABLK,0,COC(=O)c1cccc(CNc2nc(C)cc(C)n2)c1,generated,-6.7
AAES,0,O=C(CSc1nc2ccccc2c(=O)[nH]1)NCc1ccco1,training,-6.7
AAPN,0,O=C(CNC(=O)NCCC(=O)N(Cc1ccccc1)CC(F)(F)F)NCc1ccco1,generated,-6.7
AAPO,0,CS(=O)(=O)NCc1ccc(-c2ccc(COc3ccccc3)cc2)cc1,generated,-6.7
AAUT,0,O=C1COCCN1Cc1ccccc1-c1ccc2c(c1)OCCCO2,generated,-6.7
AAFG,1,CC(=O)NC(CC(N)=O)c1ccc(-c2ccccn2)cc1,generated,-6.7
AANE,0,O=C(CC1CCCC1)Nc1cnc2c(c1)nnn2Cc1ccccc1,generated,-6.7
ABNO,0,CC1CCCN(c2cc3n(n2)CCCN3c2ncccn2)C1,generated,-6.7
ABJY,0,CCOc1ccc(C2=NOC(C(=O)NCc3ccc(F)cc3)C2)cc1,generated,-6.7
ABNG,0,CC(C)(C)c1ccc(CN(CCCC(Cc2ccccc2)n2ccnc2)NC2CCCC2)cc1,generated,-6.7
ABOW,0,COC1CCC(C(=O)Nc2ncc(-c3ccc(N(C)C)cc3)s2)CC1,generated,-6.7
ABNY,0,CC(=O)Nc1ccc(F)c(C(=O)OCc2ccccc2)c1,training,-6.7
AALQ,1,N#Cc1cccc(C(=O)Nc2ccccc2)c1,generated,-6.7
AAAA,0,COc1cccc(NC(=O)Cc2ccc(NC(=O)N3CCCC3)cc2)c1,generated,-6.7
ABEX,0,Cc1nc(-c2ccc(Cl)cc2)cc(-c2cccc(F)c2)n1,generated,-6.7
ABFH,0,O=C(O)CC(c1ccc(O)cc1)c1ccc(-n2ccnc2)cc1,generated,-6.7
ABOY,0,O=C(Nc1ccc2ccc(=O)oc2c1)C(=O)NC1CCCC1,generated,-6.7
ABKU,0,CC(C)n1nc(C(=O)NCc2ccccc2)c(-c2ccccc2)n1,generated,-6.7
ABDL,0,Cc1cc(COc2cc(NC(=O)c3ccccc3F)ccn2)no1,generated,-6.7
AAAC,0,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C)c(C)c2)cc1,training,-6.7
AAEI,1,CC1CCC(N(C)C(=O)COc2ccc(-c3ccccc3)cc2)C(N)=N1,generated,-6.7
AABE,1,Cc1ccc(NC(=O)COC(=O)c2ccc(C)cc2)cc1,generated,-6.7
AABG,1,CC1CCCCCC2(CCCN(Cc3ccccc3)CC2)CC1,generated,-6.7
AABW,1,CC(C)(C)NC(=O)C(NC(=O)c1ccccc1)c1ccccc1,generated,-6.7
AADB,1,Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)C(C)(C)C)cc2)c1,generated,-6.7
AADA,1,CC(C)CC(C)C(O)CNC(=O)CC(C)(C)COCC(O)CC(C)(C)C,generated,-6.7
AACJ,1,CNC(=O)Nc1ccc(NC(=O)COc2ccc(C)cc2)cc1,generated,-6.7
AAIR,0,NC(=O)NCC(=O)Nc1ccc(-c2cccc(-n3cccn3)n2)cc1,generated,-6.6
AAIQ,0,O=C(NCc1cnc2ccc(F)cn2c1=O)c1ccc(F)cc1,generated,-6.6
ABCV,0,CCc1cc(C)cc(C)c1C(=O)CCCOC1=C(OC)C(C)(O)C(O)CC1(C)O,generated,-6.6
ABDD,0,COc1ccc(C=NNC(=O)Cc2ccc(Cl)cc2)cc1,generated,-6.6
ABBM,0,CC(C)CC(C(=O)NCc1ccc(C#N)cc1)n1cccn1,generated,-6.6
AAMO,0,O=c1c(CN2CCOCC2)n[nH]c2ccc(Br)cc12,generated,-6.6
ABHO,0,Cc1cc(C)c2cc(Cc3cc(=O)n(C)c(=O)n3C)oc2c1,generated,-6.6
AAQC,0,Cc1ccc(S(=O)(=O)NC(=O)NN=Cc2cccnc2)cc1,generated,-6.6
AAYA,0,O=C(C#Cc1ccc(F)cc1)N1CCCc2cc(Br)ccc21,generated,-6.6
AABD,0,CC(CNC(=O)c1cc(F)ccc1F)c1ccccc1Cl,generated,-6.6
ABBX,0,O=S(=O)(NC1CCCCCC1)c1ccc(-c2ccccc2)s1,generated,-6.6
AAOI,0,CC1CCCN(S(=O)(=O)c2ccc(N3CCCC3)nc2)C1,generated,-6.6
AAXA,0,CN(C)C(=O)c1ccccc1NC(=O)Nc1ccc(CCNC(=O)c2c(Cl)cncc2Cl)cc1,generated,-6.6
AAJO,0,Nc1cc(OCCOCCOc2ccc(Cl)cc2)c2ccccc2n1,generated,-6.6
ABOO,0,COc1ccc(C(=O)OC(C)C(=O)NCc2ccnn2C)cc1,generated,-6.6
