id,gen,smile,source,weight,score
AAWL,0,COc1cccc(CN2CCOC(CCC(=O)Nc3ccc(C)cc3)C2)c1,generated,368.4770000000001,-6.8
AAIE,3,COc1ccc(F)c(NC(=O)C2CC(=O)N(Cc3ccccc3F)C2)c1,generated,360.36,-6.8
AAEP,0,O=c1[nH]c2ccc(-c3cccc(C(F)(F)F)c3)cc2o1,generated,279.217,-6.8
AABS,1,COC(=O)NC(Cc1ccccc1)C(O)CN1CCC(Nc2ccccc2)CC1,generated,397.5190000000002,-6.8
AAKQ,0,CC(N)(CO)c1ccc(NC(=S)Nc2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)cc1,generated,462.40200000000016,-6.8
AAIH,0,Cc1cc(C)c(C(=O)NC(C)(C)COc2ccccc2C)nn1,generated,313.401,-6.8
AANV,0,CCc1cccc(-c2ccc(S(=O)(=O)NC(C)(C)C)o2)c1,generated,307.415,-6.8
AAFY,3,Cc1ccc(NC(=O)C2CC(=O)N(Cc3ccccc3F)C2)cc1C,training,340.3980000000001,-6.8
AAGM,0,Cc1cc(C(=O)Nc2ccc(N(C)c3ccccc3)cc2)on1,generated,307.35300000000007,-6.8
AAKI,1,O=C(COC(=O)c1ccc2ccccc2n1)NCc1ccccc1,training,320.348,-6.8
AAKE,1,O=C(C=Cc1ccccc1)N(c1ccccc1)c1ccccc1,generated,299.37300000000005,-6.8
AAFL,1,CC(C)CN(CC(O)COCc1ccccc1)S(=O)(=O)c1ccc(N)cc1,generated,392.52100000000013,-6.8
ABBO,0,O=C(Cc1ccc(Cl)cc1)Nc1ccc(N2CCOCC2)nc1,generated,331.80300000000017,-6.8
AAKQ,1,CC1(C)CC=C(COc2cccc(C(=N)N)c2)CC1,generated,258.365,-6.8
AAOS,1,Cc1ccc(CCc2cccc(Nc3cc(NCc4ccccc4)nc(N(C)C)n3)c2)cc1,generated,437.5910000000001,-6.8
AAEA,1,CC(C)(C)C(NC(=O)c1ccc(-c2ccccc2)cc1)C(O)CNC(=O)c1ccccc1,generated,430.5480000000002,-6.8
AABA,0,O=c1nc(N2CCOCC2)oc2cc3c(cc12)OCCO3,generated,290.2750000000001,-6.8
AAFM,1,CC(=O)NC(C)C1COC2CCCCC2CN1CC(O)CC(Cc1ccccc1)NC(=O)OC1COC2OCCC12,generated,573.7310000000001,-6.8
ABAP,0,O=C(CCC(=O)N1CCCCC1)Nc1ccc(-c2ccccc2)cc1,generated,336.435,-6.8
ABHU,0,CC1CCCN(C(=O)C(C)OC(=O)c2cn(C)nc2C(C)(C)C)C1,generated,335.44800000000015,-6.8
AAMF,0,CC(=O)Nc1ccc(NC(=O)CC2COc3cc(Cl)ccc3S2)cc1,generated,376.865,-6.8
AAWX,0,CC(C)=CCCC(C)=CCc1cc(O)c(C)c(OCCOC(=O)Nc2ccc([N+](=O)[O-])cc2)c1,generated,468.55000000000024,-6.8
ABMB,0,COc1ccc(CNC(=O)CC2C=CC(C)(C)C2)cc1OC,generated,303.40200000000004,-6.8
AALI,0,COc1cccc(CNc2ncnc3c2[nH]c2ccccc23)c1,generated,304.35300000000007,-6.8
ABFY,0,Cc1cccc(NC(=O)Cc2c(C)cc(C)[nH]c2=O)c1,generated,270.332,-6.8
ABOX,0,O=C(NCCc1ccccc1)c1ccccc1-n1cccc1,generated,290.36600000000004,-6.8
AALU,0,CN(Cc1nc2ccccc2[nH]1)C(=O)NCc1ccnnc1,generated,296.334,-6.8
ABKZ,0,Cc1ccc(NC(=O)CNc2ccccc2N2CCSC2)cc1,generated,327.45300000000003,-6.8
AAGW,1,CCS(=O)(=O)NC(=O)c1ccc(NC(=O)COc2ccc(C)c(F)c2)cc1,generated,394.4240000000001,-6.8
ABOQ,0,N#CC(C(=O)c1cccc2cn[nH]c12)c1ccccn1,generated,262.272,-6.8
AAAF,0,COC(=O)c1ccc2c(c1)N(C(=O)c1ccc(C)cc1)CC(C)(C)O2,generated,339.39100000000013,-6.8
AAMS,0,N#Cc1ccc(C(=O)Nc2sc(C(F)(F)F)cc2Cl)cc1,generated,330.71799999999996,-6.8
ABQF,0,Cc1ccc(S(=O)(=O)c2cc(NC(=O)CCC(=O)c3ccccc3)ccc2C)cc1,generated,421.5180000000001,-6.8
AAYH,0,COc1ccc(C(=O)Nc2ccc(-c3ccccc3)nc2)cc1,generated,304.34900000000005,-6.8
ABHV,0,CC(=O)Nc1nc(Nc2nc(-c3cccc(Cl)c3)cs2)sc1C,generated,364.88300000000004,-6.8
ABFV,0,COc1ccccc1-c1ccc2c(NCC=C(C)C)cc(C(=O)O)cc2c1,generated,361.4410000000001,-6.8
AAIE,1,CC(C)(C)C(Cc1ccccc1)NC(=O)C1CCCCC1,generated,287.4470000000001,-6.8
ABOT,0,COc1ccc(OC)c(C2CC2c2ccc(-n3cnc(N)n3)cc2)c1,generated,336.39500000000004,-6.8
ABHC,0,CC(=O)c1cccc(NC(=O)Cn2nnc(-c3cccs3)n2)c1,generated,327.36899999999997,-6.8
ABJG,0,O=C(Cn1ccccc1=O)Nc1ccc(-c2cn3ccsc3n2)cc1,generated,350.403,-6.8
AAVY,0,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc(N(Cc2ccccc2)Cc2ccco2)cc1,generated,504.5670000000003,-6.8
AAME,0,Cc1ccccc1Oc1ccc(C(=O)NCc2nccn2C)cc1,generated,321.38000000000005,-6.8
AAIB,0,CC(C)(C)c1ccc(Oc2ccc(C(=N)N)cc2)c(NCCCn2ccnc2)c1,generated,391.5190000000001,-6.8
AACN,0,Oc1ccccc1Cc1nc(-c2ccncc2)n[nH]1,generated,252.27700000000002,-6.8
ABGC,0,CC(C)(C)C1(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCNC1,generated,354.3380000000001,-6.8
AAGT,0,CCOC(COc1nc(C)cc(C)n1)c1ccc(-c2ccccc2)cc1,generated,348.4460000000001,-6.8
AAUQ,0,COC1CC(CC(=O)O)CC(c2ccc(Cl)c(Cl)c2)O1,generated,319.184,-6.8
AAMJ,0,CN(C)C(=O)c1cccc(CNc2nccc(-c3cn[nH]c3)n2)c1,generated,322.37199999999996,-6.8
AATK,0,CC(C(=O)N1CCc2sccc2C1)N1CCCCC1C(N)=O,generated,321.4460000000001,-6.8
AAHU,2,CCC(=O)NCCNC(=O)c1ccc(-c2ccccc2)cc1,generated,296.37,-6.8
AADW,0,Cc1ccc(C(=O)OC(C)C(=O)Nc2cn[nH]c2)cn1,generated,274.28000000000003,-6.8
AALC,0,Cc1ccc(CNC(=O)NCc2cccn2C(F)F)c(N)c1,generated,308.33200000000005,-6.7
AAXW,0,COC(=O)c1cc(-c2cccc(O)c2)oc1-c1ccc(Cl)cc1,generated,328.751,-6.7
ABAG,0,CC(Oc1ccc(F)cc1)C(=O)N(C)Cc1cnc2nccn2c1,generated,328.347,-6.7
AAAX,0,COc1ccc(Cl)cc1NC(=O)Cc1coc2c(OC)c(OC)ccc12,generated,375.80800000000016,-6.7
AAJK,1,NC(=O)C(c1ccccc1)c1ccccc1OCc1ccccc1,generated,317.388,-6.7
ABEX,0,Cc1nc(-c2ccc(Cl)cc2)cc(-c2cccc(F)c2)n1,generated,298.748,-6.7
AAHZ,1,CC1=C(C(=O)OC(C)(C)C)C(c2cccc(C(F)(F)F)c2)N(CC(O)COCC(N)=O)C1c1ccc(CN(C)C)cc1,generated,591.6710000000002,-6.7
ABOW,0,COC1CCC(C(=O)Nc2ncc(-c3ccc(N(C)C)cc3)s2)CC1,generated,359.4950000000001,-6.7
AALQ,1,N#Cc1cccc(C(=O)Nc2ccccc2)c1,generated,222.247,-6.7
AAAA,0,COc1cccc(NC(=O)Cc2ccc(NC(=O)N3CCCC3)cc2)c1,generated,353.42200000000014,-6.7
ABFH,0,O=C(O)CC(c1ccc(O)cc1)c1ccc(-n2ccnc2)cc1,generated,308.33700000000005,-6.7
ABOY,0,O=C(Nc1ccc2ccc(=O)oc2c1)C(=O)NC1CCCC1,generated,300.31400000000014,-6.7
AAGL,0,Cc1ccc(C)c(OS(=O)(=O)c2ccc(C)c(S(N)(=O)=O)c2)c1,generated,355.43700000000007,-6.7
ABGB,0,CC(=O)NCCCCC(NC(=O)C(N)CC(N)=O)C(O)Cc1cccc(Cc2ccccc2)c1,generated,468.5980000000002,-6.7
AAMG,1,CNS(=O)(=O)c1ccc(C(=O)NCc2ccccc2C(N)=O)cc1,generated,347.3960000000001,-6.7
AABZ,0,CC1CCCC(=NNc2ccnc(-c3ccccc3F)n2)C1,generated,298.36500000000007,-6.7
AAJL,1,O=C(CC(Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,generated,343.42600000000004,-6.7
AAOJ,1,CCOC(=O)c1ccc(NC(=O)COc2ccc(C(F)(F)F)cc2)cc1,generated,367.323,-6.7
AAZR,0,CCCCCCCCCc1c(C)n(-c2ccccc2)c2nc3ccccc3nc12,generated,385.5550000000001,-6.7
AAOC,1,Cc1ccc(NC(=O)C(C)(C)C)cc1-c1ccc2ccccc2n1,generated,318.42,-6.7
ABGR,0,COc1ccc(N(CC(=O)Nc2c(C)n[nH]c2C)C(C)=O)cc1,generated,316.3610000000001,-6.7
AAWC,0,O=C(NCC(c1ccccc1)c1ccccc1)N1CCCCC1,generated,308.4250000000002,-6.7
AALT,0,Cc1cc(C)c(C(=O)Nc2cccc(OCC(F)F)n2)c(C)c1,generated,320.33900000000006,-6.7
AAXH,0,CC1=CC(C(=O)Nc2ccc(C)cc2)NC(=O)N1,generated,245.28200000000004,-6.7
ABGZ,0,COc1ccc(C(Cc2cc(OC)cc(OC)c2OC)c2ccc(OC)cc2)cc1,generated,408.49400000000014,-6.7
ABFU,0,CC(C)C(C)NC(=O)Nc1nc(C2CC2)cc(C(F)(F)F)n1,generated,316.32699999999994,-6.7
ABKU,0,CC(C)n1nc(C(=O)NCc2ccccc2)c(-c2ccccc2)n1,generated,320.396,-6.7
AAKG,0,CC(C)N(Cc1cnn(C)c1)C(=O)NCc1ccc(F)c(F)c1,generated,322.35900000000004,-6.7
ABAF,0,Cc1ccccc1NC(=O)CSc1nnc(CCCC(=O)N2CCCCC2)n1N,generated,416.55100000000033,-6.7
AAAR,3,COc1ccc(F)c(NC(=O)C2CCN(C(=O)C3CC3CC(C)(C)C)CC2)c1,generated,390.49900000000025,-6.7
ABDL,0,Cc1cc(COc2cc(NC(=O)c3ccccc3F)ccn2)no1,generated,327.31500000000005,-6.7
ABJY,0,CCOc1ccc(C2=NOC(C(=O)NCc3ccc(F)cc3)C2)cc1,generated,342.37000000000006,-6.7
AAEI,1,CC1CCC(N(C)C(=O)COc2ccc(-c3ccccc3)cc2)C(N)=N1,generated,351.45000000000005,-6.7
AAZL,0,COC(=O)c1cc(F)ccc1OCC(=O)NCc1ccccc1,generated,317.316,-6.7
AADL,3,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)c1ccccc1,generated,358.52599999999995,-6.7
AADH,3,COc1ccc(-c2cc(C)cc(C(=O)NC(C)C)c2)cc1,generated,283.371,-6.7
AAGD,3,COc1ccc(F)c(NC(=O)C2CC(=O)N(CCc3ccccc3F)C2)c1,generated,374.38700000000006,-6.7
AAFG,1,CC(=O)NC(CC(N)=O)c1ccc(-c2ccccn2)cc1,generated,283.331,-6.7
AANE,0,O=C(CC1CCCC1)Nc1cnc2c(c1)nnn2Cc1ccccc1,generated,335.4110000000001,-6.7
AAUT,0,O=C1COCCN1Cc1ccccc1-c1ccc2c(c1)OCCCO2,generated,339.3910000000002,-6.7
ABNO,0,CC1CCCN(c2cc3n(n2)CCCN3c2ncccn2)C1,generated,298.394,-6.7
AAPN,0,O=C(CNC(=O)NCCC(=O)N(Cc1ccccc1)CC(F)(F)F)NCc1ccco1,generated,440.42200000000014,-6.7
AAPO,0,CS(=O)(=O)NCc1ccc(-c2ccc(COc3ccccc3)cc2)cc1,generated,367.47,-6.7
AAES,0,O=C(CSc1nc2ccccc2c(=O)[nH]1)NCc1ccco1,training,315.35400000000004,-6.7
AAKD,1,CC(C)(C)c1ccc(NC(=O)COc2ccc3c(c2)OCO3)cc1,generated,327.38000000000005,-6.7
ABPF,0,COc1ccc(OC)c(NC(=O)Cn2cnc(C(N)=O)c2N)c1,generated,319.3210000000001,-6.7
AAIZ,0,COc1ccc(-n2cc(CN(C)C3CCCCC3)nc2C)cc1,generated,313.445,-6.7
AAPJ,0,CC(C)N1CCCC(N(C)C(=O)c2cnc(C(C)(C)C)nc2)C1,generated,318.4650000000001,-6.7
AAIC,0,O=C(c1ccccc1)c1cccc2[nH]nc(CC3CCCC3)c12,generated,304.39300000000014,-6.7
AAGL,2,CC(C)(C)NC(=O)C(CC(=O)O)NC(=O)c1ccc(N)cc1,generated,307.35,-6.7
AAGY,1,O=C(Nc1ccc([N+](=O)[O-])cc1)C(c1ccccc1)c1ccccc1,training,332.35900000000004,-6.7
ABLK,0,COC(=O)c1cccc(CNc2nc(C)cc(C)n2)c1,generated,271.32,-6.7
ABNG,0,CC(C)(C)c1ccc(CN(CCCC(Cc2ccccc2)n2ccnc2)NC2CCCC2)cc1,generated,458.69400000000013,-6.7
AADB,1,Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)C(C)(C)C)cc2)c1,generated,346.4520000000001,-6.7
AAHB,3,COc1ccc(OC)c(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)c1,generated,360.45400000000024,-6.7
ABNY,0,CC(=O)Nc1ccc(F)c(C(=O)OCc2ccccc2)c1,training,287.28999999999996,-6.7
AAIH,2,CCC(=O)NCCNC(=O)NC(Cc1ccccc1)C(=O)O,generated,307.3500000000001,-6.7
AACJ,1,CNC(=O)Nc1ccc(NC(=O)COc2ccc(C)cc2)cc1,generated,313.35699999999997,-6.7
AADA,1,CC(C)CC(C)C(O)CNC(=O)CC(C)(C)COCC(O)CC(C)(C)C,generated,373.57800000000015,-6.7
AABW,1,CC(C)(C)NC(=O)C(NC(=O)c1ccccc1)c1ccccc1,generated,310.397,-6.7
AABG,1,CC1CCCCCC2(CCCN(Cc3ccccc3)CC2)CC1,generated,313.52900000000017,-6.7
AABE,1,Cc1ccc(NC(=O)COC(=O)c2ccc(C)cc2)cc1,generated,283.327,-6.7
AAAC,0,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C)c(C)c2)cc1,training,318.398,-6.7
AAFY,1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)C1CCC2(C)C3CCC(C)C3C3CCC3(C)C(C=NO)CCC12C,generated,577.9820000000002,-6.7
AAIR,1,CC(C)(C)c1ccc(NC(=O)c2ccc(CNCc3cccnc3)cc2)cc1,generated,373.5,-6.7
ABCR,0,Cc1ccc(S(=O)(=O)NCC2CCN(C(=O)N3CC3)CC2)cc1,generated,337.44500000000016,-6.7
AAFR,1,COc1ccccc1CNc1cc(C(C)(C)C)nc(N2CCN(C(=O)C(C)(C)C)CC2)n1,generated,439.6040000000003,-6.7
AAER,0,Cc1cc(NC(=O)Nc2cccc(C#N)c2)cc(C)n1,generated,266.30400000000003,-6.7
ABSA,0,Cc1cccc(N2CCc3nc(N)nn3CCN2CC(C)O)c1,generated,316.40900000000005,-6.7
AAOV,0,CC(C)(C)OC(=O)NC1CCC(CC(=O)N=Cc2cccc(C(=N)N)c2)CC1,generated,386.4960000000001,-6.7
AAIV,1,CC(C)(C)c1ccc(-c2cc(OCc3ccccc3)c(-c3ccccc3)n2-c2ccccc2)s1,generated,463.64600000000013,-6.7
ABBS,0,Cc1cccc(C(=O)NNc2ccc(S(N)(=O)=O)cc2)c1C,generated,319.3860000000001,-6.7
ABAY,0,CC(C)(CNC(=O)c1ccc(C(F)(F)F)cc1)N(CCC(N)=O)S(C)(=O)=O,generated,409.4300000000002,-6.7
ABAI,0,O=C(O)CC1CN(S(=O)(=O)c2ccc3c(c2)OCO3)CCO1,generated,329.33000000000015,-6.7
ABBE,0,Cn1c(NCCC(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)nc2ccccc21,generated,430.35200000000003,-6.7
AAGH,1,O=C(C=Cc1ccccc1)Nc1ccc(-c2ccccc2Cl)nn1,generated,335.7940000000001,-6.6
AABP,1,O=C(Nc1cccc(CN2CCOC2)c1)Nc1cccc(C(F)(F)F)c1,generated,365.35499999999996,-6.6
AAHG,3,CC1CCC(O)CC2OC3OCCC3C(C)CCC12,generated,268.39699999999993,-6.6
ABED,0,Cc1cccc(CC(C)CO)c1C(=O)c1ccc(F)cc1,generated,286.346,-6.6
AAVI,0,COc1ccc(CNC(=O)c2ccc(C)cc2)c(OC)c1,training,285.343,-6.6
AACO,1,CCOC1=CNc2cc(OCc3cccc(C(=O)O)c3)ccc2C=C1,generated,337.375,-6.6
AACH,1,CC(C)(C)NC(=O)C1CC2CCCCC2N1CC(O)c1ccccc1,generated,344.49899999999997,-6.6
ABOO,0,COc1ccc(C(=O)OC(C)C(=O)NCc2ccnn2C)cc1,generated,317.345,-6.6
AAYA,0,O=C(C#Cc1ccc(F)cc1)N1CCCc2cc(Br)ccc21,generated,358.21,-6.6
AACZ,3,CCN1CC(C(=O)Nc2cc(OC)ccc2F)CC1=O,generated,280.299,-6.6
AAXA,0,CN(C)C(=O)c1ccccc1NC(=O)Nc1ccc(CCNC(=O)c2c(Cl)cncc2Cl)cc1,generated,500.3860000000002,-6.6
AAOI,0,CC1CCCN(S(=O)(=O)c2ccc(N3CCCC3)nc2)C1,generated,309.43500000000006,-6.6
ABBX,0,O=S(=O)(NC1CCCCCC1)c1ccc(-c2ccccc2)s1,generated,335.49399999999997,-6.6
AAFA,1,O=C(NCCC(O)(Cc1ccccc1)c1ccccc1)Nc1ccccc1,generated,360.45700000000005,-6.6
AAQC,0,Cc1ccc(S(=O)(=O)NC(=O)NN=Cc2cccnc2)cc1,generated,318.35800000000006,-6.6
ABHO,0,Cc1cc(C)c2cc(Cc3cc(=O)n(C)c(=O)n3C)oc2c1,generated,298.34200000000004,-6.6
AAJO,0,Nc1cc(OCCOCCOc2ccc(Cl)cc2)c2ccccc2n1,generated,358.82500000000005,-6.6
ABBH,0,CCC(c1nnnn1CC(F)(F)F)N(C)C(=O)c1cccc(-n2ccnc2)c1,generated,393.37300000000005,-6.6
AATM,0,COc1ccc(Cn2c(C(=O)NCc3ccccc3F)noc2=O)cc1,generated,357.3410000000001,-6.6
AADU,1,CCc1cc(COc2ccc(C(CO)NC(=O)NC)cc2)n(-c2ccccc2)n1,generated,394.4750000000001,-6.6
AAFO,3,CC1CCC1CC=C1CCC2C(C)CCC12C,generated,232.41099999999994,-6.6
ABDY,0,c1ccc(-c2ccc(CN3CCCC3c3ccccc3)o2)cc1,generated,303.405,-6.6
AASZ,0,Cc1ccc(S(=O)(=O)NNC(=O)c2ccc([N+](=O)[O-])o2)cc1,generated,325.3020000000001,-6.6
AAOS,0,Cc1ccc(-c2cc(N3CCN(C)CC3)[nH]c(=O)c2)cc1,generated,283.37499999999994,-6.6
AAJR,0,Cc1cc(C(=O)O)n(CC2CN(Cc3ccccc3)C2)n1,generated,285.34700000000004,-6.6
AAAH,0,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(O)cc3)CC2)c(C)c1,training,338.40700000000015,-6.6
AAIT,0,O=C1C=C(c2cccnc2)CN(CC(=O)Nc2ccc(F)cc2)CC1,generated,339.37000000000006,-6.6
AAEY,1,CC(C)(C)c1ccc(-c2ccc(CNCc3ccccc3)cc2)cc1,generated,329.487,-6.6
ABRW,0,CC(C)Cc1ccc(C=NNc2nc3ccccc3o2)cc1,generated,293.37,-6.6
AAFW,0,O=C(CC1CCCCC1)N1CCC(n2cccn2)CC1,generated,275.3960000000001,-6.6
AAAM,0,O=C(c1ccncc1)N1CC2CN(C(=O)C3CCCC3)CC2C1,generated,313.4010000000001,-6.6
AAJD,0,CC(C)COc1ccc(CNC(=O)C(C)NC(C)C(=O)O)cc1,generated,322.40500000000003,-6.6
ABBM,0,CC(C)CC(C(=O)NCc1ccc(C#N)cc1)n1cccn1,generated,296.374,-6.6
ABOE,0,COc1cc(C(=O)Nc2ccn(Cc3cccc(F)c3)n2)ccn1,generated,326.331,-6.6
AAGY,3,Cc1ccc(CNC(=O)C2CC(=O)N(Cc3ccccc3F)C2)s1,generated,346.4270000000001,-6.6
AAGP,0,O=C(Nc1ncc(Cc2ccc(F)cc2)s1)c1ccccc1,generated,312.369,-6.6
AAAH,1,CNS(=O)(=O)c1ccc(CNC(=O)c2ccc(C)cc2)cc1,generated,318.398,-6.6
ABID,0,COc1cccc(C2CC(c3ccc(C)cc3)=CC2=O)c1,generated,278.351,-6.6
AABD,0,CC(CNC(=O)c1cc(F)ccc1F)c1ccccc1Cl,generated,309.74300000000005,-6.6
ABCV,0,CCc1cc(C)cc(C)c1C(=O)CCCOC1=C(OC)C(C)(O)C(O)CC1(C)O,generated,406.5190000000001,-6.6
AANB,1,CC(C)NC(=O)c1ccc(CNC(=O)c2cccc(F)c2)cc1,generated,314.36,-6.6
ABNC,0,Cc1cc(N2CCOCC2)c2oc(-c3ccc(Cl)cc3)cc(=O)c2c1,generated,355.8210000000001,-6.6
ABMY,0,Cc1cc(CN(C)C(=O)C2CCN(c3ncccn3)CC2)no1,training,315.3770000000001,-6.6
AAUM,0,N#Cc1ccc(Cn2ccc(-c3cc(Cl)ccn3)n2)cc1,generated,294.745,-6.6
AAQX,0,CCCCCCCCCCCCCC(=O)c1ccc(O)c(S(=O)(=O)Nc2nccs2)c1,generated,466.6690000000001,-6.6
AAAQ,0,Cc1ccc(-c2cc(C(=O)N3CCCC3)no2)cc1,generated,256.30499999999995,-6.6
AAKX,0,COc1ccc(OC)c(-c2cc(-c3ccccc3)no2)c1,generated,281.31100000000004,-6.6
ABGL,0,CN(Cc1ccc(F)cc1)C(=O)c1cccc(Cl)c1Cl,generated,312.17100000000005,-6.6
AAOT,1,O=C(Nc1ccccc1[N+](=O)[O-])Nc1ccccc1C(F)(F)F,generated,325.246,-6.6
AATW,0,Cc1cc(C)c(OCC(=O)NN=Cc2ccc(Cl)cc2)c(=O)[nH]1,generated,333.77500000000003,-6.6
ABRM,0,O=C(Nc1ccncc1)c1ccc(NC2CCCCC2)nc1,generated,296.37399999999997,-6.6
AAJJ,2,CC(C)(C)NC(=O)NC(Cc1ccccc1)C(=O)NC1CCCCC1,generated,345.4870000000002,-6.6
AALN,1,CC1=C(C(=O)OC(C)(C)C)C(c2ccc(Cl)cc2)N(Cc2ccccc2)C1=O,generated,397.90200000000016,-6.6
AAPU,0,Cc1ccc(C(=O)c2ccc(C)[nH]c2=O)c(C)c1,generated,241.29,-6.6
ABRI,0,O=C(OCc1ccccc1)c1ccc(=O)n(Cc2ccccc2)c1,generated,319.35999999999996,-6.6
AAAC,3,COc1cccc(CNC(=O)C(O)c2ccccc2F)c1,generated,289.30600000000004,-6.6
ABDD,0,COc1ccc(C=NNC(=O)Cc2ccc(Cl)cc2)cc1,generated,302.76099999999997,-6.6
AABN,3,CC1=CCC2C(C)(CCC(O)C2(C)C)C1,generated,208.345,-6.6
AAKF,1,Cc1ccc(OCc2cccc(C(=O)NC(C)(C)C)c2)cc1,generated,297.398,-6.6
AAIF,1,CC1CC(C)CN(C(=O)CC(NC(=O)OC(C)(C)C)C(=O)NC(C)(C)C)C1,generated,383.5330000000002,-6.6
AAIQ,0,O=C(NCc1cnc2ccc(F)cn2c1=O)c1ccc(F)cc1,generated,315.279,-6.6
AABY,0,Cc1cc(C)c(OCc2cc(C(C)(C)C)no2)c(C)c1,generated,273.376,-6.6
AAIR,0,NC(=O)NCC(=O)Nc1ccc(-c2cccc(-n3cccn3)n2)cc1,generated,336.355,-6.6
AAHD,2,O=C(C=CC(=O)C(Cc1ccccc1)c1ccccc1)c1ccc(Br)cc1,generated,419.3180000000001,-6.6
AAGZ,2,O=C(NC1CCCN1CC1CCCN1C(=O)C=Cc1ccc(F)cc1)c1ccccc1,generated,421.5160000000001,-6.6
AAGN,2,O=C(NCC1(c2ccccc2)CC1)Nc1ccc(NCc2ccc(Br)c(F)c2)cc1,generated,468.3700000000001,-6.6
AANK,1,COC(=O)NC(C(=O)O)C(CO)NC(=O)OC1COC2OCCC12,generated,348.30800000000016,-6.6
AACU,2,O=C(C=Cc1ccc(O)c(O)c1)NCc1cccc(O)c1,generated,285.299,-6.6
AAMO,0,O=c1c(CN2CCOCC2)n[nH]c2ccc(Br)cc12,generated,324.17800000000005,-6.6
AANS,0,CN(CCCNc1ccnc(Nc2ccc(Cl)c(C(F)(F)F)c2)c1)C(=O)Cc1ccccc1,generated,476.9300000000002,-6.6
ABFB,0,O=C(Cc1ccno1)Nc1ccc2c(c1)C(=O)C(=O)N2,generated,271.23199999999997,-6.6
AAWF,0,Cc1cc(NC(=O)C2CC(=O)N(N3CCOCC3)C2)ccc1F,generated,321.352,-6.6
AACR,2,O=C(C=Cc1ccc(O)cc1O)NCCc1ccc(O)c(O)c1,generated,315.32500000000005,-6.6
AATA,0,CC(C)NC(=O)c1cn(Cc2cc(C#N)ccc2Cl)cn1,generated,302.765,-6.6
ABEY,0,CC1CCN(C(=O)CN2CCN(CC=Cc3ccccc3)CC2)CC1,generated,341.49900000000014,-6.6
AAEJ,0,CC(C)C(CNC(=O)N1CCOCC1)c1ccc2ccccc2c1,generated,326.44,-6.6
AAVC,0,COC(=O)c1cc(C)ccc1NC(=O)c1cccc(F)c1,generated,287.29,-6.6
AARI,0,Cc1nn(C)c(C)c1NC(=O)c1c(O)ccc2ccccc12,generated,295.34200000000004,-6.6
ABOH,0,COc1cc(O)c2c(c1)OC(=Cc1ccc(O)cc1)C2=O,generated,284.26700000000005,-6.5
AADU,0,Cc1cc(C)c(CNC(=O)NCc2ccc(Cl)cc2)c(C)n1,generated,317.82000000000005,-6.5
AAOY,0,CN1CCN(CCCOc2ccc(-c3cc4ccc(O)cc4s3)cc2)CC1,generated,382.5290000000001,-6.5
AAFD,0,O=C(Cc1ccc(Cl)cc1)NCC(O)c1cccc(Cl)c1,generated,324.207,-6.5
ABPG,0,CN1CCC(C(=O)NCC2CN3CCCCC3CO2)CC1=O,generated,309.41,-6.5
AAPT,0,Cc1ccc(-c2nc(NC(=O)C(C)(C)N3CCOCC3)cs2)s1,generated,351.49700000000007,-6.5
ABPA,0,Cc1cc(C)n(-c2cc(NC(=O)CC3CCCC3)n[nH]2)n1,generated,287.3669999999999,-6.5
ABRT,0,CN(CC(=O)Nc1ccc(Oc2cccnc2)nc1)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,generated,484.4000000000001,-6.5
ABPJ,0,CN(C)c1nc(NC[S+]([O-])C2CC3CCC2C3)nc(N(C)c2ccccc2)n1,generated,400.5520000000001,-6.5
ABBL,0,CCOc1cccc(C(=O)Nc2nnc(SC)nc2N)c1,generated,305.36300000000006,-6.5
AAUB,0,COC(=O)c1cccc(CNCc2ccc(C(C)(C)C)cc2)n1,generated,312.413,-6.5
ABTD,0,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,manual,315.67799999999994,-6.5
AAJW,0,CC(=O)Nc1nc(N)c2[nH]c(-c3ccccn3)nc2n1,generated,269.26800000000003,-6.5
AAYB,0,Cc1nc2ccccc2n1C(=O)c1ccc(-n2cccn2)cc1,generated,302.337,-6.5
AAPC,0,O=C(NCc1ccnc(OC2CCC2)c1)Nc1cccnc1,generated,298.346,-6.5
ABPL,0,Cc1c(C(=O)CN2CCC(C)CC2)oc2c(F)ccc(F)c12,generated,307.34,-6.5
AAIL,0,CC(C)(C)OC(=O)N1CCCN(C(=O)Cc2ccc(F)cc2)CC1,training,336.40700000000004,-6.5
ABBG,0,Cc1ccc(C)c(CNc2cc(N3CCOCC3)ncn2)c1,generated,298.39,-6.5
